CALENDAR_YEAR,LOCATION_ID,AGE_GROUP_PUBLIC,COUNTY,EXPERIENCING_HOMELESSNESS_CNT,geo_point
2020,CA-614,Unknown,San Luis Obispo,NULL,"35.38741848, -120.452196945"
2021,All,18-24,California,20576,NULL
2021,All,25-34,California,43034,NULL
2021,All,35-44,California,43203,NULL
2021,All,45-54,California,38495,NULL
2021,All,55-64,California,39440,NULL
2021,All,65+,California,17614,NULL
2021,All,Invalid,California,89,NULL
2021,All,Under 18,California,55115,NULL
2021,All,Unknown,California,7680,NULL
2021,CA-500,18-24,Santa Clara,968,"37.2324840341, -121.696278854"
2021,CA-500,25-34,Santa Clara,1934,"37.2324840341, -121.696278854"
2021,CA-500,35-44,Santa Clara,2151,"37.2324840341, -121.696278854"
2021,CA-500,45-54,Santa Clara,1836,"37.2324840341, -121.696278854"
2021,CA-500,55-64,Santa Clara,1990,"37.2324840341, -121.696278854"
2021,CA-500,65+,Santa Clara,953,"37.2324840341, -121.696278854"
2021,CA-500,Invalid,Santa Clara,NULL,"37.2324840341, -121.696278854"
2021,CA-500,Under 18,Santa Clara,2933,"37.2324840341, -121.696278854"
2021,CA-500,Unknown,Santa Clara,NULL,"37.2324840341, -121.696278854"
2021,CA-501,18-24,San Francisco,1336,"37.7597150131, -122.693975573"
2021,CA-501,25-34,San Francisco,2246,"37.7597150131, -122.693975573"
2021,CA-501,35-44,San Francisco,2340,"37.7597150131, -122.693975573"
2021,CA-501,45-54,San Francisco,1968,"37.7597150131, -122.693975573"
2021,CA-501,55-64,San Francisco,1864,"37.7597150131, -122.693975573"
2021,CA-501,65+,San Francisco,964,"37.7597150131, -122.693975573"
2021,CA-501,Invalid,San Francisco,NULL,"37.7597150131, -122.693975573"
2021,CA-501,Under 18,San Francisco,3277,"37.7597150131, -122.693975573"
2021,CA-501,Unknown,San Francisco,25,"37.7597150131, -122.693975573"
2021,CA-502,18-24,Alameda,870,"37.6504930265, -121.917998966"
2021,CA-502,25-34,Alameda,1537,"37.6504930265, -121.917998966"
2021,CA-502,35-44,Alameda,1492,"37.6504930265, -121.917998966"
2021,CA-502,45-54,Alameda,1575,"37.6504930265, -121.917998966"
2021,CA-502,55-64,Alameda,1848,"37.6504930265, -121.917998966"
2021,CA-502,65+,Alameda,867,"37.6504930265, -121.917998966"
2021,CA-502,Invalid,Alameda,NULL,"37.6504930265, -121.917998966"
2021,CA-502,Under 18,Alameda,1849,"37.6504930265, -121.917998966"
2021,CA-502,Unknown,Alameda,NULL,"37.6504930265, -121.917998966"
2021,CA-503,18-24,Sacramento,1039,"38.4493208547, -121.344253814"
2021,CA-503,25-34,Sacramento,1368,"38.4493208547, -121.344253814"
2021,CA-503,35-44,Sacramento,1466,"38.4493208547, -121.344253814"
2021,CA-503,45-54,Sacramento,1448,"38.4493208547, -121.344253814"
2021,CA-503,55-64,Sacramento,1697,"38.4493208547, -121.344253814"
2021,CA-503,65+,Sacramento,674,"38.4493208547, -121.344253814"
2021,CA-503,Invalid,Sacramento,NULL,"38.4493208547, -121.344253814"
2021,CA-503,Under 18,Sacramento,2965,"38.4493208547, -121.344253814"
2021,CA-503,Unknown,Sacramento,73,"38.4493208547, -121.344253814"
2021,CA-504,18-24,Sonoma,229,"38.525292575, -122.922544658"
2021,CA-504,25-34,Sonoma,366,"38.525292575, -122.922544658"
2021,CA-504,35-44,Sonoma,382,"38.525292575, -122.922544658"
2021,CA-504,45-54,Sonoma,463,"38.525292575, -122.922544658"
2021,CA-504,55-64,Sonoma,484,"38.525292575, -122.922544658"
2021,CA-504,65+,Sonoma,238,"38.525292575, -122.922544658"
2021,CA-504,Under 18,Sonoma,453,"38.525292575, -122.922544658"
2021,CA-505,18-24,Contra Costa,485,"37.9233794475, -121.951073113"
2021,CA-505,25-34,Contra Costa,894,"37.9233794475, -121.951073113"
2021,CA-505,35-44,Contra Costa,931,"37.9233794475, -121.951073113"
2021,CA-505,45-54,Contra Costa,884,"37.9233794475, -121.951073113"
2021,CA-505,55-64,Contra Costa,987,"37.9233794475, -121.951073113"
2021,CA-505,65+,Contra Costa,436,"37.9233794475, -121.951073113"
2021,CA-505,Invalid,Contra Costa,NULL,"37.9233794475, -121.951073113"
2021,CA-505,Under 18,Contra Costa,1252,"37.9233794475, -121.951073113"
2021,CA-505,Unknown,Contra Costa,NULL,"37.9233794475, -121.951073113"
2021,CA-506,18-24,"Monterey, San Benito Counties",182,NULL
2021,CA-506,25-34,"Monterey, San Benito Counties",405,NULL
2021,CA-506,35-44,"Monterey, San Benito Counties",415,NULL
2021,CA-506,45-54,"Monterey, San Benito Counties",295,NULL
2021,CA-506,55-64,"Monterey, San Benito Counties",354,NULL
2021,CA-506,65+,"Monterey, San Benito Counties",176,NULL
2021,CA-506,Invalid,"Monterey, San Benito Counties",NULL,NULL
2021,CA-506,Under 18,"Monterey, San Benito Counties",600,NULL
2021,CA-506,Unknown,"Monterey, San Benito Counties",NULL,NULL
2021,CA-507,18-24,Marin,111,"38.05518334, -122.748858563"
2021,CA-507,25-34,Marin,229,"38.05518334, -122.748858563"
2021,CA-507,35-44,Marin,225,"38.05518334, -122.748858563"
2021,CA-507,45-54,Marin,257,"38.05518334, -122.748858563"
2021,CA-507,55-64,Marin,290,"38.05518334, -122.748858563"
2021,CA-507,65+,Marin,168,"38.05518334, -122.748858563"
2021,CA-507,Under 18,Marin,331,"38.05518334, -122.748858563"
2021,CA-507,Unknown,Marin,176,"38.05518334, -122.748858563"
2021,CA-508,18-24,Santa Cruz,160,"37.0216059108, -122.009787403"
2021,CA-508,25-34,Santa Cruz,326,"37.0216059108, -122.009787403"
2021,CA-508,35-44,Santa Cruz,414,"37.0216059108, -122.009787403"
2021,CA-508,45-54,Santa Cruz,331,"37.0216059108, -122.009787403"
2021,CA-508,55-64,Santa Cruz,384,"37.0216059108, -122.009787403"
2021,CA-508,65+,Santa Cruz,254,"37.0216059108, -122.009787403"
2021,CA-508,Invalid,Santa Cruz,NULL,"37.0216059108, -122.009787403"
2021,CA-508,Under 18,Santa Cruz,556,"37.0216059108, -122.009787403"
2021,CA-508,Unknown,Santa Cruz,NULL,"37.0216059108, -122.009787403"
2021,CA-509,18-24,Mendocino,66,"39.4336238198, -123.431553907"
2021,CA-509,25-34,Mendocino,222,"39.4336238198, -123.431553907"
2021,CA-509,35-44,Mendocino,258,"39.4336238198, -123.431553907"
2021,CA-509,45-54,Mendocino,218,"39.4336238198, -123.431553907"
2021,CA-509,55-64,Mendocino,170,"39.4336238198, -123.431553907"
2021,CA-509,65+,Mendocino,122,"39.4336238198, -123.431553907"
2021,CA-509,Under 18,Mendocino,253,"39.4336238198, -123.431553907"
2021,CA-509,Unknown,Mendocino,NULL,"39.4336238198, -123.431553907"
2021,CA-510,18-24,Stanislaus,443,"37.5591374435, -120.997682895"
2021,CA-510,25-34,Stanislaus,821,"37.5591374435, -120.997682895"
2021,CA-510,35-44,Stanislaus,822,"37.5591374435, -120.997682895"
2021,CA-510,45-54,Stanislaus,688,"37.5591374435, -120.997682895"
2021,CA-510,55-64,Stanislaus,703,"37.5591374435, -120.997682895"
2021,CA-510,65+,Stanislaus,255,"37.5591374435, -120.997682895"
2021,CA-510,Under 18,Stanislaus,1155,"37.5591374435, -120.997682895"
2021,CA-510,Unknown,Stanislaus,19,"37.5591374435, -120.997682895"
2021,CA-511,18-24,San Joaquin,493,"37.9347459676, -121.271403235"
2021,CA-511,25-34,San Joaquin,995,"37.9347459676, -121.271403235"
2021,CA-511,35-44,San Joaquin,819,"37.9347459676, -121.271403235"
2021,CA-511,45-54,San Joaquin,566,"37.9347459676, -121.271403235"
2021,CA-511,55-64,San Joaquin,539,"37.9347459676, -121.271403235"
2021,CA-511,65+,San Joaquin,245,"37.9347459676, -121.271403235"
2021,CA-511,Invalid,San Joaquin,NULL,"37.9347459676, -121.271403235"
2021,CA-511,Under 18,San Joaquin,2301,"37.9347459676, -121.271403235"
2021,CA-511,Unknown,San Joaquin,41,"37.9347459676, -121.271403235"
2021,CA-512,18-24,San Mateo,245,"37.4362097341, -122.355663195"
2021,CA-512,25-34,San Mateo,628,"37.4362097341, -122.355663195"
2021,CA-512,35-44,San Mateo,653,"37.4362097341, -122.355663195"
2021,CA-512,45-54,San Mateo,665,"37.4362097341, -122.355663195"
2021,CA-512,55-64,San Mateo,870,"37.4362097341, -122.355663195"
2021,CA-512,65+,San Mateo,498,"37.4362097341, -122.355663195"
2021,CA-512,Invalid,San Mateo,NULL,"37.4362097341, -122.355663195"
2021,CA-512,Under 18,San Mateo,936,"37.4362097341, -122.355663195"
2021,CA-512,Unknown,San Mateo,16,"37.4362097341, -122.355663195"
2021,CA-513,18-24,"Kings, Tulare Counties",308,NULL
2021,CA-513,25-34,"Kings, Tulare Counties",534,NULL
2021,CA-513,35-44,"Kings, Tulare Counties",610,NULL
2021,CA-513,45-54,"Kings, Tulare Counties",480,NULL
2021,CA-513,55-64,"Kings, Tulare Counties",404,NULL
2021,CA-513,65+,"Kings, Tulare Counties",124,NULL
2021,CA-513,Under 18,"Kings, Tulare Counties",966,NULL
2021,CA-514,18-24,"Fresno, Madera Counties",389,NULL
2021,CA-514,25-34,"Fresno, Madera Counties",1108,NULL
2021,CA-514,35-44,"Fresno, Madera Counties",1295,NULL
2021,CA-514,45-54,"Fresno, Madera Counties",1244,NULL
2021,CA-514,55-64,"Fresno, Madera Counties",1043,NULL
2021,CA-514,65+,"Fresno, Madera Counties",369,NULL
2021,CA-514,Invalid,"Fresno, Madera Counties",NULL,NULL
2021,CA-514,Under 18,"Fresno, Madera Counties",950,NULL
2021,CA-514,Unknown,"Fresno, Madera Counties",20,NULL
2021,CA-515,18-24,Placer,138,"39.0634313879, -120.717645936"
2021,CA-515,25-34,Placer,369,"39.0634313879, -120.717645936"
2021,CA-515,35-44,Placer,360,"39.0634313879, -120.717645936"
2021,CA-515,45-54,Placer,338,"39.0634313879, -120.717645936"
2021,CA-515,55-64,Placer,323,"39.0634313879, -120.717645936"
2021,CA-515,65+,Placer,145,"39.0634313879, -120.717645936"
2021,CA-515,Invalid,Placer,NULL,"39.0634313879, -120.717645936"
2021,CA-515,Under 18,Placer,350,"39.0634313879, -120.717645936"
2021,CA-515,Unknown,Placer,14,"39.0634313879, -120.717645936"
2021,CA-516,18-24,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",123,NULL
2021,CA-516,25-34,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",273,NULL
2021,CA-516,35-44,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",314,NULL
2021,CA-516,45-54,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",239,NULL
2021,CA-516,55-64,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",296,NULL
2021,CA-516,65+,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",154,NULL
2021,CA-516,Invalid,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",NULL,NULL
2021,CA-516,Under 18,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",350,NULL
2021,CA-516,Unknown,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",35,NULL
2021,CA-517,18-24,Napa,51,"38.5064964441, -122.330538465"
2021,CA-517,25-34,Napa,106,"38.5064964441, -122.330538465"
2021,CA-517,35-44,Napa,142,"38.5064964441, -122.330538465"
2021,CA-517,45-54,Napa,147,"38.5064964441, -122.330538465"
2021,CA-517,55-64,Napa,145,"38.5064964441, -122.330538465"
2021,CA-517,65+,Napa,65,"38.5064964441, -122.330538465"
2021,CA-517,Invalid,Napa,NULL,"38.5064964441, -122.330538465"
2021,CA-517,Under 18,Napa,91,"38.5064964441, -122.330538465"
2021,CA-518,18-24,Solano,66,"38.2669127871, -121.940024418"
2021,CA-518,25-34,Solano,223,"38.2669127871, -121.940024418"
2021,CA-518,35-44,Solano,223,"38.2669127871, -121.940024418"
2021,CA-518,45-54,Solano,213,"38.2669127871, -121.940024418"
2021,CA-518,55-64,Solano,283,"38.2669127871, -121.940024418"
2021,CA-518,65+,Solano,133,"38.2669127871, -121.940024418"
2021,CA-518,Under 18,Solano,215,"38.2669127871, -121.940024418"
2021,CA-518,Unknown,Solano,NULL,"38.2669127871, -121.940024418"
2021,CA-519,18-24,Butte,153,"39.6669293633, -121.600671735"
2021,CA-519,25-34,Butte,327,"39.6669293633, -121.600671735"
2021,CA-519,35-44,Butte,364,"39.6669293633, -121.600671735"
2021,CA-519,45-54,Butte,323,"39.6669293633, -121.600671735"
2021,CA-519,55-64,Butte,315,"39.6669293633, -121.600671735"
2021,CA-519,65+,Butte,193,"39.6669293633, -121.600671735"
2021,CA-519,Under 18,Butte,360,"39.6669293633, -121.600671735"
2021,CA-519,Unknown,Butte,15,"39.6669293633, -121.600671735"
2021,CA-520,18-24,Merced,174,"37.191870471, -120.717688"
2021,CA-520,25-34,Merced,435,"37.191870471, -120.717688"
2021,CA-520,35-44,Merced,439,"37.191870471, -120.717688"
2021,CA-520,45-54,Merced,331,"37.191870471, -120.717688"
2021,CA-520,55-64,Merced,320,"37.191870471, -120.717688"
2021,CA-520,65+,Merced,117,"37.191870471, -120.717688"
2021,CA-520,Invalid,Merced,NULL,"37.191870471, -120.717688"
2021,CA-520,Under 18,Merced,514,"37.191870471, -120.717688"
2021,CA-520,Unknown,Merced,NULL,"37.191870471, -120.717688"
2021,CA-521,18-24,Yolo,97,"38.6866603948, -121.90161702"
2021,CA-521,25-34,Yolo,214,"38.6866603948, -121.90161702"
2021,CA-521,35-44,Yolo,223,"38.6866603948, -121.90161702"
2021,CA-521,45-54,Yolo,184,"38.6866603948, -121.90161702"
2021,CA-521,55-64,Yolo,202,"38.6866603948, -121.90161702"
2021,CA-521,65+,Yolo,99,"38.6866603948, -121.90161702"
2021,CA-521,Under 18,Yolo,407,"38.6866603948, -121.90161702"
2021,CA-521,Unknown,Yolo,NULL,"38.6866603948, -121.90161702"
2021,CA-522,18-24,Humboldt,132,"40.7050090829, -123.915819446"
2021,CA-522,25-34,Humboldt,196,"40.7050090829, -123.915819446"
2021,CA-522,35-44,Humboldt,378,"40.7050090829, -123.915819446"
2021,CA-522,45-54,Humboldt,283,"40.7050090829, -123.915819446"
2021,CA-522,55-64,Humboldt,256,"40.7050090829, -123.915819446"
2021,CA-522,65+,Humboldt,130,"40.7050090829, -123.915819446"
2021,CA-522,Invalid,Humboldt,NULL,"40.7050090829, -123.915819446"
2021,CA-522,Under 18,Humboldt,205,"40.7050090829, -123.915819446"
2021,CA-522,Unknown,Humboldt,29,"40.7050090829, -123.915819446"
2021,CA-523,18-24,"Colusa, Glenn, Trinity Counties",70,NULL
2021,CA-523,25-34,"Colusa, Glenn, Trinity Counties",115,NULL
2021,CA-523,35-44,"Colusa, Glenn, Trinity Counties",99,NULL
2021,CA-523,45-54,"Colusa, Glenn, Trinity Counties",77,NULL
2021,CA-523,55-64,"Colusa, Glenn, Trinity Counties",65,NULL
2021,CA-523,65+,"Colusa, Glenn, Trinity Counties",32,NULL
2021,CA-523,Invalid,"Colusa, Glenn, Trinity Counties",NULL,NULL
2021,CA-523,Under 18,"Colusa, Glenn, Trinity Counties",216,NULL
2021,CA-523,Unknown,"Colusa, Glenn, Trinity Counties",NULL,NULL
2021,CA-524,18-24,"Yuba, Sutter Counties",157,NULL
2021,CA-524,25-34,"Yuba, Sutter Counties",342,NULL
2021,CA-524,35-44,"Yuba, Sutter Counties",291,NULL
2021,CA-524,45-54,"Yuba, Sutter Counties",239,NULL
2021,CA-524,55-64,"Yuba, Sutter Counties",277,NULL
2021,CA-524,65+,"Yuba, Sutter Counties",141,NULL
2021,CA-524,Invalid,"Yuba, Sutter Counties",NULL,NULL
2021,CA-524,Under 18,"Yuba, Sutter Counties",719,NULL
2021,CA-525,18-24,El Dorado,26,"38.7787375794, -120.524649929"
2021,CA-525,25-34,El Dorado,42,"38.7787375794, -120.524649929"
2021,CA-525,35-44,El Dorado,62,"38.7787375794, -120.524649929"
2021,CA-525,45-54,El Dorado,60,"38.7787375794, -120.524649929"
2021,CA-525,55-64,El Dorado,84,"38.7787375794, -120.524649929"
2021,CA-525,65+,El Dorado,52,"38.7787375794, -120.524649929"
2021,CA-525,Invalid,El Dorado,NULL,"38.7787375794, -120.524649929"
2021,CA-525,Under 18,El Dorado,94,"38.7787375794, -120.524649929"
2021,CA-526,18-24,"Amador, Calaveras, Mariposa, Tuolumne Counties",53,NULL
2021,CA-526,25-34,"Amador, Calaveras, Mariposa, Tuolumne Counties",123,NULL
2021,CA-526,35-44,"Amador, Calaveras, Mariposa, Tuolumne Counties",99,NULL
2021,CA-526,45-54,"Amador, Calaveras, Mariposa, Tuolumne Counties",107,NULL
2021,CA-526,55-64,"Amador, Calaveras, Mariposa, Tuolumne Counties",105,NULL
2021,CA-526,65+,"Amador, Calaveras, Mariposa, Tuolumne Counties",50,NULL
2021,CA-526,Under 18,"Amador, Calaveras, Mariposa, Tuolumne Counties",189,NULL
2021,CA-527,18-24,Tehama,23,"40.1257361849, -122.233884853"
2021,CA-527,25-34,Tehama,40,"40.1257361849, -122.233884853"
2021,CA-527,35-44,Tehama,52,"40.1257361849, -122.233884853"
2021,CA-527,45-54,Tehama,30,"40.1257361849, -122.233884853"
2021,CA-527,55-64,Tehama,33,"40.1257361849, -122.233884853"
2021,CA-527,65+,Tehama,17,"40.1257361849, -122.233884853"
2021,CA-527,Under 18,Tehama,80,"40.1257361849, -122.233884853"
2021,CA-527,Unknown,Tehama,16,"40.1257361849, -122.233884853"
2021,CA-529,18-24,Lake,24,"39.0996453445, -122.753183909"
2021,CA-529,25-34,Lake,87,"39.0996453445, -122.753183909"
2021,CA-529,35-44,Lake,67,"39.0996453445, -122.753183909"
2021,CA-529,45-54,Lake,47,"39.0996453445, -122.753183909"
2021,CA-529,55-64,Lake,58,"39.0996453445, -122.753183909"
2021,CA-529,65+,Lake,32,"39.0996453445, -122.753183909"
2021,CA-529,Under 18,Lake,70,"39.0996453445, -122.753183909"
2021,CA-529,Unknown,Lake,NULL,"39.0996453445, -122.753183909"
2021,CA-530,18-24,"Alpine, Inyo, Mono Counties",17,NULL
2021,CA-530,25-34,"Alpine, Inyo, Mono Counties",36,NULL
2021,CA-530,35-44,"Alpine, Inyo, Mono Counties",34,NULL
2021,CA-530,45-54,"Alpine, Inyo, Mono Counties",26,NULL
2021,CA-530,55-64,"Alpine, Inyo, Mono Counties",36,NULL
2021,CA-530,65+,"Alpine, Inyo, Mono Counties",13,NULL
2021,CA-530,Under 18,"Alpine, Inyo, Mono Counties",61,NULL
2021,CA-531,18-24,Nevada,49,"39.301369579, -120.768752113"
2021,CA-531,25-34,Nevada,122,"39.301369579, -120.768752113"
2021,CA-531,35-44,Nevada,123,"39.301369579, -120.768752113"
2021,CA-531,45-54,Nevada,114,"39.301369579, -120.768752113"
2021,CA-531,55-64,Nevada,142,"39.301369579, -120.768752113"
2021,CA-531,65+,Nevada,67,"39.301369579, -120.768752113"
2021,CA-531,Under 18,Nevada,71,"39.301369579, -120.768752113"
2021,CA-531,Unknown,Nevada,34,"39.301369579, -120.768752113"
2021,CA-600,18-24,Los Angeles,6729,"34.1979978627, -118.26101385"
2021,CA-600,25-34,Los Angeles,15423,"34.1979978627, -118.26101385"
2021,CA-600,35-44,Los Angeles,15214,"34.1979978627, -118.26101385"
2021,CA-600,45-54,Los Angeles,13368,"34.1979978627, -118.26101385"
2021,CA-600,55-64,Los Angeles,12812,"34.1979978627, -118.26101385"
2021,CA-600,65+,Los Angeles,5364,"34.1979978627, -118.26101385"
2021,CA-600,Invalid,Los Angeles,21,"34.1979978627, -118.26101385"
2021,CA-600,Under 18,Los Angeles,13027,"34.1979978627, -118.26101385"
2021,CA-600,Unknown,Los Angeles,3425,"34.1979978627, -118.26101385"
2021,CA-601,18-24,San Diego,1874,"33.028186394, -116.770204664"
2021,CA-601,25-34,San Diego,3887,"33.028186394, -116.770204664"
2021,CA-601,35-44,San Diego,3636,"33.028186394, -116.770204664"
2021,CA-601,45-54,San Diego,3529,"33.028186394, -116.770204664"
2021,CA-601,55-64,San Diego,3726,"33.028186394, -116.770204664"
2021,CA-601,65+,San Diego,1517,"33.028186394, -116.770204664"
2021,CA-601,Invalid,San Diego,14,"33.028186394, -116.770204664"
2021,CA-601,Under 18,San Diego,4384,"33.028186394, -116.770204664"
2021,CA-601,Unknown,San Diego,364,"33.028186394, -116.770204664"
2021,CA-602,18-24,Orange,880,"33.6769134328, -117.776142822"
2021,CA-602,25-34,Orange,2190,"33.6769134328, -117.776142822"
2021,CA-602,35-44,Orange,2129,"33.6769134328, -117.776142822"
2021,CA-602,45-54,Orange,1964,"33.6769134328, -117.776142822"
2021,CA-602,55-64,Orange,2084,"33.6769134328, -117.776142822"
2021,CA-602,65+,Orange,910,"33.6769134328, -117.776142822"
2021,CA-602,Under 18,Orange,3446,"33.6769134328, -117.776142822"
2021,CA-602,Unknown,Orange,3144,"33.6769134328, -117.776142822"
2021,CA-603,18-24,Santa Barbara,232,"34.5383440862, -120.030786183"
2021,CA-603,25-34,Santa Barbara,537,"34.5383440862, -120.030786183"
2021,CA-603,35-44,Santa Barbara,608,"34.5383440862, -120.030786183"
2021,CA-603,45-54,Santa Barbara,518,"34.5383440862, -120.030786183"
2021,CA-603,55-64,Santa Barbara,604,"34.5383440862, -120.030786183"
2021,CA-603,65+,Santa Barbara,271,"34.5383440862, -120.030786183"
2021,CA-603,Invalid,Santa Barbara,NULL,"34.5383440862, -120.030786183"
2021,CA-603,Under 18,Santa Barbara,578,"34.5383440862, -120.030786183"
2021,CA-603,Unknown,Santa Barbara,NULL,"34.5383440862, -120.030786183"
2021,CA-604,18-24,Kern,604,"35.3428473738, -118.729900424"
2021,CA-604,25-34,Kern,1263,"35.3428473738, -118.729900424"
2021,CA-604,35-44,Kern,1261,"35.3428473738, -118.729900424"
2021,CA-604,45-54,Kern,1045,"35.3428473738, -118.729900424"
2021,CA-604,55-64,Kern,914,"35.3428473738, -118.729900424"
2021,CA-604,65+,Kern,294,"35.3428473738, -118.729900424"
2021,CA-604,Invalid,Kern,NULL,"35.3428473738, -118.729900424"
2021,CA-604,Under 18,Kern,2015,"35.3428473738, -118.729900424"
2021,CA-604,Unknown,Kern,NULL,"35.3428473738, -118.729900424"
2021,CA-606,18-24,Long Beach (Los Angeles),193,NULL
2021,CA-606,25-34,Long Beach (Los Angeles),389,NULL
2021,CA-606,35-44,Long Beach (Los Angeles),456,NULL
2021,CA-606,45-54,Long Beach (Los Angeles),483,NULL
2021,CA-606,55-64,Long Beach (Los Angeles),695,NULL
2021,CA-606,65+,Long Beach (Los Angeles),403,NULL
2021,CA-606,Invalid,Long Beach (Los Angeles),NULL,NULL
2021,CA-606,Under 18,Long Beach (Los Angeles),447,NULL
2021,CA-606,Unknown,Long Beach (Los Angeles),60,NULL
2021,CA-607,18-24,Pasadena (Los Angeles),99,NULL
2021,CA-607,25-34,Pasadena (Los Angeles),123,NULL
2021,CA-607,35-44,Pasadena (Los Angeles),120,NULL
2021,CA-607,45-54,Pasadena (Los Angeles),164,NULL
2021,CA-607,55-64,Pasadena (Los Angeles),224,NULL
2021,CA-607,65+,Pasadena (Los Angeles),113,NULL
2021,CA-607,Under 18,Pasadena (Los Angeles),173,NULL
2021,CA-607,Unknown,Pasadena (Los Angeles),64,NULL
2021,CA-608,18-24,Riverside,626,"33.7436800499, -115.993845895"
2021,CA-608,25-34,Riverside,1424,"33.7436800499, -115.993845895"
2021,CA-608,35-44,Riverside,1311,"33.7436800499, -115.993845895"
2021,CA-608,45-54,Riverside,1095,"33.7436800499, -115.993845895"
2021,CA-608,55-64,Riverside,1089,"33.7436800499, -115.993845895"
2021,CA-608,65+,Riverside,531,"33.7436800499, -115.993845895"
2021,CA-608,Invalid,Riverside,NULL,"33.7436800499, -115.993845895"
2021,CA-608,Under 18,Riverside,2411,"33.7436800499, -115.993845895"
2021,CA-608,Unknown,Riverside,33,"33.7436800499, -115.993845895"
2021,CA-609,18-24,San Bernardino,670,"34.8414378315, -116.17846142"
2021,CA-609,25-34,San Bernardino,1270,"34.8414378315, -116.17846142"
2021,CA-609,35-44,San Bernardino,1099,"34.8414378315, -116.17846142"
2021,CA-609,45-54,San Bernardino,816,"34.8414378315, -116.17846142"
2021,CA-609,55-64,San Bernardino,878,"34.8414378315, -116.17846142"
2021,CA-609,65+,San Bernardino,368,"34.8414378315, -116.17846142"
2021,CA-609,Under 18,San Bernardino,2988,"34.8414378315, -116.17846142"
2021,CA-609,Unknown,San Bernardino,NULL,"34.8414378315, -116.17846142"
2021,CA-611,18-24,Ventura,97,"34.3575285169, -119.126027193"
2021,CA-611,25-34,Ventura,293,"34.3575285169, -119.126027193"
2021,CA-611,35-44,Ventura,386,"34.3575285169, -119.126027193"
2021,CA-611,45-54,Ventura,431,"34.3575285169, -119.126027193"
2021,CA-611,55-64,Ventura,542,"34.3575285169, -119.126027193"
2021,CA-611,65+,Ventura,296,"34.3575285169, -119.126027193"
2021,CA-611,Invalid,Ventura,NULL,"34.3575285169, -119.126027193"
2021,CA-611,Under 18,Ventura,281,"34.3575285169, -119.126027193"
2021,CA-611,Unknown,Ventura,12,"34.3575285169, -119.126027193"
2021,CA-612,18-24,Glendale (Los Angeles),41,NULL
2021,CA-612,25-34,Glendale (Los Angeles),88,NULL
2021,CA-612,35-44,Glendale (Los Angeles),82,NULL
2021,CA-612,45-54,Glendale (Los Angeles),89,NULL
2021,CA-612,55-64,Glendale (Los Angeles),129,NULL
2021,CA-612,65+,Glendale (Los Angeles),59,NULL
2021,CA-612,Under 18,Glendale (Los Angeles),131,NULL
2021,CA-613,18-24,Imperial,140,"33.0395904342, -115.365336962"
2021,CA-613,25-34,Imperial,259,"33.0395904342, -115.365336962"
2021,CA-613,35-44,Imperial,189,"33.0395904342, -115.365336962"
2021,CA-613,45-54,Imperial,123,"33.0395904342, -115.365336962"
2021,CA-613,55-64,Imperial,141,"33.0395904342, -115.365336962"
2021,CA-613,65+,Imperial,93,"33.0395904342, -115.365336962"
2021,CA-613,Invalid,Imperial,NULL,"33.0395904342, -115.365336962"
2021,CA-613,Under 18,Imperial,685,"33.0395904342, -115.365336962"
2021,CA-613,Unknown,Imperial,31,"33.0395904342, -115.365336962"
2021,CA-614,18-24,San Luis Obispo,175,"35.38741848, -120.452196945"
2021,CA-614,25-34,San Luis Obispo,378,"35.38741848, -120.452196945"
2021,CA-614,35-44,San Luis Obispo,388,"35.38741848, -120.452196945"
2021,CA-614,45-54,San Luis Obispo,289,"35.38741848, -120.452196945"
2021,CA-614,55-64,San Luis Obispo,282,"35.38741848, -120.452196945"
2021,CA-614,65+,San Luis Obispo,146,"35.38741848, -120.452196945"
2021,CA-614,Invalid,San Luis Obispo,NULL,"35.38741848, -120.452196945"
2021,CA-614,Under 18,San Luis Obispo,611,"35.38741848, -120.452196945"
2021,CA-614,Unknown,San Luis Obispo,NULL,"35.38741848, -120.452196945"
2022,All,18-24,California,24099,NULL
2022,All,25-34,California,51899,NULL
2022,All,35-44,California,53230,NULL
2022,All,45-54,California,43293,NULL
2022,All,55-64,California,42851,NULL
2022,All,65+,California,19793,NULL
2022,All,Invalid,California,94,NULL
2022,All,Under 18,California,64524,NULL
2022,All,Unknown,California,7274,NULL
2022,CA-500,18-24,Santa Clara,1054,"37.2324840341, -121.696278854"
2022,CA-500,25-34,Santa Clara,2303,"37.2324840341, -121.696278854"
2022,CA-500,35-44,Santa Clara,2410,"37.2324840341, -121.696278854"
