CALENDAR_YEAR,LOCATION_ID,AGE_GROUP_PUBLIC,COUNTY,EXPERIENCING_HOMELESSNESS_CNT,geo_point
2019,CA-501,Invalid,San Francisco,NULL,"37.7597150131, -122.693975573"
2019,CA-501,Under 18,San Francisco,2520,"37.7597150131, -122.693975573"
2019,CA-501,Unknown,San Francisco,36,"37.7597150131, -122.693975573"
2019,CA-502,18-24,Alameda,814,"37.6504930265, -121.917998966"
2019,CA-502,25-34,Alameda,1163,"37.6504930265, -121.917998966"
2019,CA-502,35-44,Alameda,1054,"37.6504930265, -121.917998966"
2019,CA-502,45-54,Alameda,1108,"37.6504930265, -121.917998966"
2019,CA-502,55-64,Alameda,1209,"37.6504930265, -121.917998966"
2019,CA-502,65+,Alameda,486,"37.6504930265, -121.917998966"
2019,CA-502,Under 18,Alameda,1658,"37.6504930265, -121.917998966"
2019,CA-502,Unknown,Alameda,NULL,"37.6504930265, -121.917998966"
2019,CA-503,18-24,Sacramento,1159,"38.4493208547, -121.344253814"
2019,CA-503,25-34,Sacramento,1533,"38.4493208547, -121.344253814"
2019,CA-503,35-44,Sacramento,1518,"38.4493208547, -121.344253814"
2019,CA-503,45-54,Sacramento,1590,"38.4493208547, -121.344253814"
2019,CA-503,55-64,Sacramento,1369,"38.4493208547, -121.344253814"
2019,CA-503,65+,Sacramento,421,"38.4493208547, -121.344253814"
2019,CA-503,Invalid,Sacramento,NULL,"38.4493208547, -121.344253814"
2019,CA-503,Under 18,Sacramento,3945,"38.4493208547, -121.344253814"
2019,CA-503,Unknown,Sacramento,NULL,"38.4493208547, -121.344253814"
2019,CA-504,18-24,Sonoma,256,"38.525292575, -122.922544658"
2019,CA-504,25-34,Sonoma,463,"38.525292575, -122.922544658"
2019,CA-504,35-44,Sonoma,517,"38.525292575, -122.922544658"
2019,CA-504,45-54,Sonoma,535,"38.525292575, -122.922544658"
2019,CA-504,55-64,Sonoma,533,"38.525292575, -122.922544658"
2019,CA-504,65+,Sonoma,235,"38.525292575, -122.922544658"
2019,CA-504,Invalid,Sonoma,NULL,"38.525292575, -122.922544658"
2019,CA-504,Under 18,Sonoma,728,"38.525292575, -122.922544658"
2019,CA-505,18-24,Contra Costa,492,"37.9233794475, -121.951073113"
2019,CA-505,25-34,Contra Costa,1291,"37.9233794475, -121.951073113"
2019,CA-505,35-44,Contra Costa,1196,"37.9233794475, -121.951073113"
2019,CA-505,45-54,Contra Costa,1125,"37.9233794475, -121.951073113"
2019,CA-505,55-64,Contra Costa,1125,"37.9233794475, -121.951073113"
2019,CA-505,65+,Contra Costa,416,"37.9233794475, -121.951073113"
2019,CA-505,Invalid,Contra Costa,NULL,"37.9233794475, -121.951073113"
2019,CA-505,Under 18,Contra Costa,1259,"37.9233794475, -121.951073113"
2019,CA-505,Unknown,Contra Costa,NULL,"37.9233794475, -121.951073113"
2019,CA-506,18-24,"Monterey, San Benito Counties",162,NULL
2019,CA-506,25-34,"Monterey, San Benito Counties",362,NULL
2019,CA-506,35-44,"Monterey, San Benito Counties",317,NULL
2019,CA-506,45-54,"Monterey, San Benito Counties",284,NULL
2019,CA-506,55-64,"Monterey, San Benito Counties",326,NULL
2019,CA-506,65+,"Monterey, San Benito Counties",131,NULL
2019,CA-506,Invalid,"Monterey, San Benito Counties",NULL,NULL
2019,CA-506,Under 18,"Monterey, San Benito Counties",858,NULL
2019,CA-506,Unknown,"Monterey, San Benito Counties",NULL,NULL
2019,CA-507,18-24,Marin,77,"38.05518334, -122.748858563"
2019,CA-507,25-34,Marin,199,"38.05518334, -122.748858563"
2019,CA-507,35-44,Marin,186,"38.05518334, -122.748858563"
2019,CA-507,45-54,Marin,189,"38.05518334, -122.748858563"
2019,CA-507,55-64,Marin,190,"38.05518334, -122.748858563"
2019,CA-507,65+,Marin,110,"38.05518334, -122.748858563"
2019,CA-507,Under 18,Marin,326,"38.05518334, -122.748858563"
2019,CA-507,Unknown,Marin,NULL,"38.05518334, -122.748858563"
2019,CA-508,18-24,Santa Cruz,123,"37.0216059108, -122.009787403"
2019,CA-508,25-34,Santa Cruz,361,"37.0216059108, -122.009787403"
2019,CA-508,35-44,Santa Cruz,371,"37.0216059108, -122.009787403"
2019,CA-508,45-54,Santa Cruz,354,"37.0216059108, -122.009787403"
2019,CA-508,55-64,Santa Cruz,330,"37.0216059108, -122.009787403"
2019,CA-508,65+,Santa Cruz,171,"37.0216059108, -122.009787403"
2019,CA-508,Under 18,Santa Cruz,509,"37.0216059108, -122.009787403"
2019,CA-508,Unknown,Santa Cruz,45,"37.0216059108, -122.009787403"
2019,CA-509,18-24,Mendocino,56,"39.4336238198, -123.431553907"
2019,CA-509,25-34,Mendocino,136,"39.4336238198, -123.431553907"
2019,CA-509,35-44,Mendocino,136,"39.4336238198, -123.431553907"
2019,CA-509,45-54,Mendocino,122,"39.4336238198, -123.431553907"
2019,CA-509,55-64,Mendocino,119,"39.4336238198, -123.431553907"
2019,CA-509,65+,Mendocino,37,"39.4336238198, -123.431553907"
2019,CA-509,Under 18,Mendocino,120,"39.4336238198, -123.431553907"
2019,CA-509,Unknown,Mendocino,12,"39.4336238198, -123.431553907"
2019,CA-510,18-24,Stanislaus,551,"37.5591374435, -120.997682895"
2019,CA-510,25-34,Stanislaus,1006,"37.5591374435, -120.997682895"
2019,CA-510,35-44,Stanislaus,1009,"37.5591374435, -120.997682895"
2019,CA-510,45-54,Stanislaus,781,"37.5591374435, -120.997682895"
2019,CA-510,55-64,Stanislaus,663,"37.5591374435, -120.997682895"
2019,CA-510,65+,Stanislaus,204,"37.5591374435, -120.997682895"
2019,CA-510,Under 18,Stanislaus,2026,"37.5591374435, -120.997682895"
2019,CA-511,18-24,San Joaquin,778,"37.9347459676, -121.271403235"
2019,CA-511,25-34,San Joaquin,1591,"37.9347459676, -121.271403235"
2019,CA-511,35-44,San Joaquin,1273,"37.9347459676, -121.271403235"
2019,CA-511,45-54,San Joaquin,922,"37.9347459676, -121.271403235"
2019,CA-511,55-64,San Joaquin,678,"37.9347459676, -121.271403235"
2019,CA-511,65+,San Joaquin,253,"37.9347459676, -121.271403235"
2019,CA-511,Under 18,San Joaquin,4026,"37.9347459676, -121.271403235"
2019,CA-511,Unknown,San Joaquin,11,"37.9347459676, -121.271403235"
2019,CA-512,18-24,San Mateo,276,"37.4362097341, -122.355663195"
2019,CA-512,25-34,San Mateo,673,"37.4362097341, -122.355663195"
2019,CA-512,35-44,San Mateo,600,"37.4362097341, -122.355663195"
2019,CA-512,45-54,San Mateo,660,"37.4362097341, -122.355663195"
2019,CA-512,55-64,San Mateo,716,"37.4362097341, -122.355663195"
2019,CA-512,65+,San Mateo,308,"37.4362097341, -122.355663195"
2019,CA-512,Invalid,San Mateo,NULL,"37.4362097341, -122.355663195"
2019,CA-512,Under 18,San Mateo,1165,"37.4362097341, -122.355663195"
2019,CA-512,Unknown,San Mateo,NULL,"37.4362097341, -122.355663195"
2019,CA-513,18-24,"Kings, Tulare Counties",325,NULL
2019,CA-513,25-34,"Kings, Tulare Counties",639,NULL
2019,CA-513,35-44,"Kings, Tulare Counties",614,NULL
2019,CA-513,45-54,"Kings, Tulare Counties",428,NULL
2019,CA-513,55-64,"Kings, Tulare Counties",282,NULL
2019,CA-513,65+,"Kings, Tulare Counties",87,NULL
2019,CA-513,Under 18,"Kings, Tulare Counties",1071,NULL
2019,CA-514,18-24,"Fresno, Madera Counties",248,NULL
2019,CA-514,25-34,"Fresno, Madera Counties",357,NULL
2019,CA-514,35-44,"Fresno, Madera Counties",419,NULL
2019,CA-514,45-54,"Fresno, Madera Counties",429,NULL
2019,CA-514,55-64,"Fresno, Madera Counties",449,NULL
2019,CA-514,65+,"Fresno, Madera Counties",140,NULL
2019,CA-514,Invalid,"Fresno, Madera Counties",NULL,NULL
2019,CA-514,Under 18,"Fresno, Madera Counties",732,NULL
2019,CA-514,Unknown,"Fresno, Madera Counties",23,NULL
2019,CA-515,18-24,Placer,94,"39.0634313879, -120.717645936"
2019,CA-515,25-34,Placer,300,"39.0634313879, -120.717645936"
2019,CA-515,35-44,Placer,276,"39.0634313879, -120.717645936"
2019,CA-515,45-54,Placer,286,"39.0634313879, -120.717645936"
2019,CA-515,55-64,Placer,239,"39.0634313879, -120.717645936"
2019,CA-515,65+,Placer,88,"39.0634313879, -120.717645936"
2019,CA-515,Under 18,Placer,397,"39.0634313879, -120.717645936"
2019,CA-515,Unknown,Placer,NULL,"39.0634313879, -120.717645936"
2019,CA-516,18-24,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",48,NULL
2019,CA-516,25-34,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",141,NULL
2019,CA-516,35-44,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",111,NULL
2019,CA-516,45-54,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",95,NULL
2019,CA-516,55-64,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",114,NULL
2019,CA-516,65+,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",45,NULL
2019,CA-516,Invalid,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",NULL,NULL
2019,CA-516,Under 18,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",139,NULL
2019,CA-516,Unknown,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",161,NULL
2019,CA-517,18-24,Napa,57,"38.5064964441, -122.330538465"
2019,CA-517,25-34,Napa,172,"38.5064964441, -122.330538465"
2019,CA-517,35-44,Napa,157,"38.5064964441, -122.330538465"
2019,CA-517,45-54,Napa,169,"38.5064964441, -122.330538465"
2019,CA-517,55-64,Napa,172,"38.5064964441, -122.330538465"
2019,CA-517,65+,Napa,58,"38.5064964441, -122.330538465"
2019,CA-517,Invalid,Napa,NULL,"38.5064964441, -122.330538465"
2019,CA-517,Under 18,Napa,145,"38.5064964441, -122.330538465"
2019,CA-517,Unknown,Napa,NULL,"38.5064964441, -122.330538465"
2019,CA-518,18-24,Solano,61,"38.2669127871, -121.940024418"
2019,CA-518,25-34,Solano,171,"38.2669127871, -121.940024418"
2019,CA-518,35-44,Solano,178,"38.2669127871, -121.940024418"
2019,CA-518,45-54,Solano,169,"38.2669127871, -121.940024418"
2019,CA-518,55-64,Solano,198,"38.2669127871, -121.940024418"
2019,CA-518,65+,Solano,80,"38.2669127871, -121.940024418"
2019,CA-518,Invalid,Solano,NULL,"38.2669127871, -121.940024418"
2019,CA-518,Under 18,Solano,254,"38.2669127871, -121.940024418"
2019,CA-518,Unknown,Solano,NULL,"38.2669127871, -121.940024418"
2019,CA-519,18-24,Butte,125,"39.6669293633, -121.600671735"
2019,CA-519,25-34,Butte,294,"39.6669293633, -121.600671735"
2019,CA-519,35-44,Butte,284,"39.6669293633, -121.600671735"
2019,CA-519,45-54,Butte,286,"39.6669293633, -121.600671735"
2019,CA-519,55-64,Butte,295,"39.6669293633, -121.600671735"
2019,CA-519,65+,Butte,145,"39.6669293633, -121.600671735"
2019,CA-519,Under 18,Butte,319,"39.6669293633, -121.600671735"
2019,CA-520,18-24,Merced,278,"37.191870471, -120.717688"
2019,CA-520,25-34,Merced,512,"37.191870471, -120.717688"
2019,CA-520,35-44,Merced,454,"37.191870471, -120.717688"
2019,CA-520,45-54,Merced,303,"37.191870471, -120.717688"
2019,CA-520,55-64,Merced,266,"37.191870471, -120.717688"
2019,CA-520,65+,Merced,73,"37.191870471, -120.717688"
2019,CA-520,Invalid,Merced,NULL,"37.191870471, -120.717688"
2019,CA-520,Under 18,Merced,1196,"37.191870471, -120.717688"
2019,CA-521,18-24,Yolo,97,"38.6866603948, -121.90161702"
2019,CA-521,25-34,Yolo,193,"38.6866603948, -121.90161702"
2019,CA-521,35-44,Yolo,202,"38.6866603948, -121.90161702"
2019,CA-521,45-54,Yolo,115,"38.6866603948, -121.90161702"
2019,CA-521,55-64,Yolo,124,"38.6866603948, -121.90161702"
2019,CA-521,65+,Yolo,47,"38.6866603948, -121.90161702"
2019,CA-521,Under 18,Yolo,434,"38.6866603948, -121.90161702"
2019,CA-521,Unknown,Yolo,NULL,"38.6866603948, -121.90161702"
2019,CA-522,18-24,Humboldt,205,"40.7050090829, -123.915819446"
2019,CA-522,25-34,Humboldt,231,"40.7050090829, -123.915819446"
2019,CA-522,35-44,Humboldt,260,"40.7050090829, -123.915819446"
2019,CA-522,45-54,Humboldt,251,"40.7050090829, -123.915819446"
2019,CA-522,55-64,Humboldt,222,"40.7050090829, -123.915819446"
2019,CA-522,65+,Humboldt,85,"40.7050090829, -123.915819446"
2019,CA-522,Invalid,Humboldt,NULL,"40.7050090829, -123.915819446"
2019,CA-522,Under 18,Humboldt,324,"40.7050090829, -123.915819446"
2019,CA-522,Unknown,Humboldt,34,"40.7050090829, -123.915819446"
2019,CA-523,18-24,"Colusa, Glenn, Trinity Counties",41,NULL
2019,CA-523,25-34,"Colusa, Glenn, Trinity Counties",65,NULL
2019,CA-523,35-44,"Colusa, Glenn, Trinity Counties",34,NULL
2019,CA-523,45-54,"Colusa, Glenn, Trinity Counties",18,NULL
2019,CA-523,55-64,"Colusa, Glenn, Trinity Counties",16,NULL
2019,CA-523,65+,"Colusa, Glenn, Trinity Counties",NULL,NULL
2019,CA-523,Invalid,"Colusa, Glenn, Trinity Counties",NULL,NULL
2019,CA-523,Under 18,"Colusa, Glenn, Trinity Counties",197,NULL
2019,CA-523,Unknown,"Colusa, Glenn, Trinity Counties",NULL,NULL
2019,CA-524,18-24,"Yuba, Sutter Counties",NULL,NULL
2019,CA-524,25-34,"Yuba, Sutter Counties",NULL,NULL
2019,CA-524,35-44,"Yuba, Sutter Counties",NULL,NULL
2019,CA-524,45-54,"Yuba, Sutter Counties",NULL,NULL
2019,CA-524,55-64,"Yuba, Sutter Counties",NULL,NULL
2019,CA-524,65+,"Yuba, Sutter Counties",NULL,NULL
2019,CA-524,Under 18,"Yuba, Sutter Counties",NULL,NULL
2019,CA-525,18-24,El Dorado,16,"38.7787375794, -120.524649929"
2019,CA-525,25-34,El Dorado,41,"38.7787375794, -120.524649929"
2019,CA-525,35-44,El Dorado,36,"38.7787375794, -120.524649929"
2019,CA-525,45-54,El Dorado,40,"38.7787375794, -120.524649929"
2019,CA-525,55-64,El Dorado,42,"38.7787375794, -120.524649929"
2019,CA-525,65+,El Dorado,21,"38.7787375794, -120.524649929"
2019,CA-525,Invalid,El Dorado,NULL,"38.7787375794, -120.524649929"
2019,CA-525,Under 18,El Dorado,167,"38.7787375794, -120.524649929"
2019,CA-526,18-24,"Amador, Calaveras, Mariposa, Tuolumne Counties",50,NULL
2019,CA-526,25-34,"Amador, Calaveras, Mariposa, Tuolumne Counties",93,NULL
2019,CA-526,35-44,"Amador, Calaveras, Mariposa, Tuolumne Counties",106,NULL
2019,CA-526,45-54,"Amador, Calaveras, Mariposa, Tuolumne Counties",90,NULL
2019,CA-526,55-64,"Amador, Calaveras, Mariposa, Tuolumne Counties",76,NULL
2019,CA-526,65+,"Amador, Calaveras, Mariposa, Tuolumne Counties",34,NULL
2019,CA-526,Invalid,"Amador, Calaveras, Mariposa, Tuolumne Counties",NULL,NULL
2019,CA-526,Under 18,"Amador, Calaveras, Mariposa, Tuolumne Counties",219,NULL
2019,CA-527,18-24,Tehama,22,"40.1257361849, -122.233884853"
2019,CA-527,25-34,Tehama,60,"40.1257361849, -122.233884853"
2019,CA-527,35-44,Tehama,69,"40.1257361849, -122.233884853"
2019,CA-527,45-54,Tehama,71,"40.1257361849, -122.233884853"
2019,CA-527,55-64,Tehama,69,"40.1257361849, -122.233884853"
2019,CA-527,65+,Tehama,23,"40.1257361849, -122.233884853"
2019,CA-527,Invalid,Tehama,NULL,"40.1257361849, -122.233884853"
2019,CA-527,Under 18,Tehama,57,"40.1257361849, -122.233884853"
2019,CA-527,Unknown,Tehama,NULL,"40.1257361849, -122.233884853"
2019,CA-529,18-24,Lake,14,"39.0996453445, -122.753183909"
2019,CA-529,25-34,Lake,42,"39.0996453445, -122.753183909"
2019,CA-529,35-44,Lake,38,"39.0996453445, -122.753183909"
2019,CA-529,45-54,Lake,NULL,"39.0996453445, -122.753183909"
2019,CA-529,55-64,Lake,NULL,"39.0996453445, -122.753183909"
2019,CA-529,Under 18,Lake,121,"39.0996453445, -122.753183909"
2019,CA-530,18-24,"Alpine, Inyo, Mono Counties",13,NULL
2019,CA-530,25-34,"Alpine, Inyo, Mono Counties",29,NULL
2019,CA-530,35-44,"Alpine, Inyo, Mono Counties",20,NULL
2019,CA-530,45-54,"Alpine, Inyo, Mono Counties",21,NULL
2019,CA-530,55-64,"Alpine, Inyo, Mono Counties",23,NULL
2019,CA-530,65+,"Alpine, Inyo, Mono Counties",NULL,NULL
2019,CA-530,Under 18,"Alpine, Inyo, Mono Counties",42,NULL
2019,CA-531,18-24,Nevada,50,"39.301369579, -120.768752113"
2019,CA-531,25-34,Nevada,117,"39.301369579, -120.768752113"
2019,CA-531,35-44,Nevada,115,"39.301369579, -120.768752113"
2019,CA-531,45-54,Nevada,123,"39.301369579, -120.768752113"
2019,CA-531,55-64,Nevada,134,"39.301369579, -120.768752113"
2019,CA-531,65+,Nevada,50,"39.301369579, -120.768752113"
2019,CA-531,Invalid,Nevada,NULL,"39.301369579, -120.768752113"
2019,CA-531,Under 18,Nevada,29,"39.301369579, -120.768752113"
2019,CA-531,Unknown,Nevada,NULL,"39.301369579, -120.768752113"
2019,CA-600,18-24,Los Angeles,7929,"34.1979978627, -118.26101385"
2019,CA-600,25-34,Los Angeles,14443,"34.1979978627, -118.26101385"
2019,CA-600,35-44,Los Angeles,12838,"34.1979978627, -118.26101385"
2019,CA-600,45-54,Los Angeles,12555,"34.1979978627, -118.26101385"
2019,CA-600,55-64,Los Angeles,11589,"34.1979978627, -118.26101385"
2019,CA-600,65+,Los Angeles,4140,"34.1979978627, -118.26101385"
2019,CA-600,Invalid,Los Angeles,34,"34.1979978627, -118.26101385"
2019,CA-600,Under 18,Los Angeles,16599,"34.1979978627, -118.26101385"
2019,CA-600,Unknown,Los Angeles,5323,"34.1979978627, -118.26101385"
2019,CA-601,18-24,San Diego,978,"33.028186394, -116.770204664"
2019,CA-601,25-34,San Diego,2479,"33.028186394, -116.770204664"
2019,CA-601,35-44,San Diego,2430,"33.028186394, -116.770204664"
2019,CA-601,45-54,San Diego,2709,"33.028186394, -116.770204664"
2019,CA-601,55-64,San Diego,3048,"33.028186394, -116.770204664"
2019,CA-601,65+,San Diego,1005,"33.028186394, -116.770204664"
2019,CA-601,Invalid,San Diego,NULL,"33.028186394, -116.770204664"
2019,CA-601,Under 18,San Diego,3192,"33.028186394, -116.770204664"
2019,CA-601,Unknown,San Diego,358,"33.028186394, -116.770204664"
2019,CA-602,18-24,Orange,674,"33.6769134328, -117.776142822"
2019,CA-602,25-34,Orange,1889,"33.6769134328, -117.776142822"
2019,CA-602,35-44,Orange,1874,"33.6769134328, -117.776142822"
2019,CA-602,45-54,Orange,1981,"33.6769134328, -117.776142822"
2019,CA-602,55-64,Orange,1792,"33.6769134328, -117.776142822"
2019,CA-602,65+,Orange,627,"33.6769134328, -117.776142822"
2019,CA-602,Invalid,Orange,NULL,"33.6769134328, -117.776142822"
2019,CA-602,Under 18,Orange,2852,"33.6769134328, -117.776142822"
2019,CA-602,Unknown,Orange,746,"33.6769134328, -117.776142822"
2019,CA-603,18-24,Santa Barbara,168,"34.5383440862, -120.030786183"
2019,CA-603,25-34,Santa Barbara,439,"34.5383440862, -120.030786183"
2019,CA-603,35-44,Santa Barbara,482,"34.5383440862, -120.030786183"
2019,CA-603,45-54,Santa Barbara,468,"34.5383440862, -120.030786183"
2019,CA-603,55-64,Santa Barbara,575,"34.5383440862, -120.030786183"
2019,CA-603,65+,Santa Barbara,231,"34.5383440862, -120.030786183"
2019,CA-603,Invalid,Santa Barbara,NULL,"34.5383440862, -120.030786183"
2019,CA-603,Under 18,Santa Barbara,430,"34.5383440862, -120.030786183"
2019,CA-603,Unknown,Santa Barbara,NULL,"34.5383440862, -120.030786183"
2019,CA-604,18-24,Kern,397,"35.3428473738, -118.729900424"
2019,CA-604,25-34,Kern,680,"35.3428473738, -118.729900424"
2019,CA-604,35-44,Kern,590,"35.3428473738, -118.729900424"
2019,CA-604,45-54,Kern,483,"35.3428473738, -118.729900424"
2019,CA-604,55-64,Kern,451,"35.3428473738, -118.729900424"
2019,CA-604,65+,Kern,140,"35.3428473738, -118.729900424"
2019,CA-604,Under 18,Kern,1957,"35.3428473738, -118.729900424"
2019,CA-604,Unknown,Kern,NULL,"35.3428473738, -118.729900424"
2019,CA-606,18-24,Long Beach (Los Angeles),260,NULL
2019,CA-606,25-34,Long Beach (Los Angeles),631,NULL
2019,CA-606,35-44,Long Beach (Los Angeles),584,NULL
2019,CA-606,45-54,Long Beach (Los Angeles),722,NULL
2019,CA-606,55-64,Long Beach (Los Angeles),809,NULL
2019,CA-606,65+,Long Beach (Los Angeles),328,NULL
2019,CA-606,Invalid,Long Beach (Los Angeles),NULL,NULL
2019,CA-606,Under 18,Long Beach (Los Angeles),753,NULL
2019,CA-606,Unknown,Long Beach (Los Angeles),NULL,NULL
2019,CA-607,18-24,Pasadena (Los Angeles),149,NULL
2019,CA-607,25-34,Pasadena (Los Angeles),209,NULL
2019,CA-607,35-44,Pasadena (Los Angeles),215,NULL
2019,CA-607,45-54,Pasadena (Los Angeles),262,NULL
2019,CA-607,55-64,Pasadena (Los Angeles),315,NULL
2019,CA-607,65+,Pasadena (Los Angeles),165,NULL
2019,CA-607,Under 18,Pasadena (Los Angeles),257,NULL
2019,CA-607,Unknown,Pasadena (Los Angeles),41,NULL
2019,CA-608,18-24,Riverside,683,"33.7436800499, -115.993845895"
2019,CA-608,25-34,Riverside,1436,"33.7436800499, -115.993845895"
2019,CA-608,35-44,Riverside,1256,"33.7436800499, -115.993845895"
2019,CA-608,45-54,Riverside,1123,"33.7436800499, -115.993845895"
2019,CA-608,55-64,Riverside,1013,"33.7436800499, -115.993845895"
2019,CA-608,65+,Riverside,383,"33.7436800499, -115.993845895"
2019,CA-608,Invalid,Riverside,NULL,"33.7436800499, -115.993845895"
2019,CA-608,Under 18,Riverside,2019,"33.7436800499, -115.993845895"
2019,CA-608,Unknown,Riverside,44,"33.7436800499, -115.993845895"
2019,CA-609,18-24,San Bernardino,670,"34.8414378315, -116.17846142"
2019,CA-609,25-34,San Bernardino,1162,"34.8414378315, -116.17846142"
2019,CA-609,35-44,San Bernardino,1021,"34.8414378315, -116.17846142"
2019,CA-609,45-54,San Bernardino,754,"34.8414378315, -116.17846142"
2019,CA-609,55-64,San Bernardino,662,"34.8414378315, -116.17846142"
2019,CA-609,65+,San Bernardino,203,"34.8414378315, -116.17846142"
2019,CA-609,Invalid,San Bernardino,NULL,"34.8414378315, -116.17846142"
2019,CA-609,Under 18,San Bernardino,3145,"34.8414378315, -116.17846142"
2019,CA-609,Unknown,San Bernardino,71,"34.8414378315, -116.17846142"
2019,CA-611,18-24,Ventura,120,"34.3575285169, -119.126027193"
2019,CA-611,25-34,Ventura,245,"34.3575285169, -119.126027193"
2019,CA-611,35-44,Ventura,331,"34.3575285169, -119.126027193"
2019,CA-611,45-54,Ventura,343,"34.3575285169, -119.126027193"
2019,CA-611,55-64,Ventura,334,"34.3575285169, -119.126027193"
2019,CA-611,65+,Ventura,144,"34.3575285169, -119.126027193"
2019,CA-611,Under 18,Ventura,513,"34.3575285169, -119.126027193"
2019,CA-611,Unknown,Ventura,NULL,"34.3575285169, -119.126027193"
2019,CA-612,18-24,Glendale (Los Angeles),37,NULL
2019,CA-612,25-34,Glendale (Los Angeles),71,NULL
2019,CA-612,35-44,Glendale (Los Angeles),59,NULL
2019,CA-612,45-54,Glendale (Los Angeles),50,NULL
2019,CA-612,55-64,Glendale (Los Angeles),58,NULL
2019,CA-612,65+,Glendale (Los Angeles),23,NULL
2019,CA-612,Under 18,Glendale (Los Angeles),181,NULL
2019,CA-613,18-24,Imperial,71,"33.0395904342, -115.365336962"
2019,CA-613,25-34,Imperial,114,"33.0395904342, -115.365336962"
2019,CA-613,35-44,Imperial,101,"33.0395904342, -115.365336962"
2019,CA-613,45-54,Imperial,92,"33.0395904342, -115.365336962"
2019,CA-613,55-64,Imperial,81,"33.0395904342, -115.365336962"
2019,CA-613,65+,Imperial,42,"33.0395904342, -115.365336962"
2019,CA-613,Invalid,Imperial,NULL,"33.0395904342, -115.365336962"
2019,CA-613,Under 18,Imperial,311,"33.0395904342, -115.365336962"
2019,CA-613,Unknown,Imperial,NULL,"33.0395904342, -115.365336962"
2019,CA-614,18-24,San Luis Obispo,151,"35.38741848, -120.452196945"
2019,CA-614,25-34,San Luis Obispo,343,"35.38741848, -120.452196945"
2019,CA-614,35-44,San Luis Obispo,284,"35.38741848, -120.452196945"
2019,CA-614,45-54,San Luis Obispo,288,"35.38741848, -120.452196945"
2019,CA-614,55-64,San Luis Obispo,259,"35.38741848, -120.452196945"
2019,CA-614,65+,San Luis Obispo,134,"35.38741848, -120.452196945"
2019,CA-614,Invalid,San Luis Obispo,NULL,"35.38741848, -120.452196945"
2019,CA-614,Under 18,San Luis Obispo,614,"35.38741848, -120.452196945"
2020,All,18-24,California,20191,NULL
2020,All,25-34,California,40140,NULL
2020,All,35-44,California,39697,NULL
2020,All,45-54,California,36881,NULL
2020,All,55-64,California,37266,NULL
2020,All,65+,California,15873,NULL
2020,All,Invalid,California,87,NULL
2020,All,Under 18,California,54855,NULL
2020,All,Unknown,California,5846,NULL
2020,CA-500,18-24,Santa Clara,834,"37.2324840341, -121.696278854"
2020,CA-500,25-34,Santa Clara,1727,"37.2324840341, -121.696278854"
2020,CA-500,35-44,Santa Clara,1867,"37.2324840341, -121.696278854"
2020,CA-500,45-54,Santa Clara,1759,"37.2324840341, -121.696278854"
2020,CA-500,55-64,Santa Clara,1878,"37.2324840341, -121.696278854"
2020,CA-500,65+,Santa Clara,889,"37.2324840341, -121.696278854"
2020,CA-500,Under 18,Santa Clara,2679,"37.2324840341, -121.696278854"
2020,CA-500,Unknown,Santa Clara,13,"37.2324840341, -121.696278854"
2020,CA-501,18-24,San Francisco,1175,"37.7597150131, -122.693975573"
2020,CA-501,25-34,San Francisco,1836,"37.7597150131, -122.693975573"
2020,CA-501,35-44,San Francisco,1808,"37.7597150131, -122.693975573"
2020,CA-501,45-54,San Francisco,1681,"37.7597150131, -122.693975573"
2020,CA-501,55-64,San Francisco,1682,"37.7597150131, -122.693975573"
2020,CA-501,65+,San Francisco,784,"37.7597150131, -122.693975573"
2020,CA-501,Invalid,San Francisco,NULL,"37.7597150131, -122.693975573"
2020,CA-501,Under 18,San Francisco,2632,"37.7597150131, -122.693975573"
2020,CA-501,Unknown,San Francisco,22,"37.7597150131, -122.693975573"
2020,CA-502,18-24,Alameda,835,"37.6504930265, -121.917998966"
2020,CA-502,25-34,Alameda,1324,"37.6504930265, -121.917998966"
2020,CA-502,35-44,Alameda,1398,"37.6504930265, -121.917998966"
2020,CA-502,45-54,Alameda,1443,"37.6504930265, -121.917998966"
2020,CA-502,55-64,Alameda,1649,"37.6504930265, -121.917998966"
2020,CA-502,65+,Alameda,761,"37.6504930265, -121.917998966"
2020,CA-502,Invalid,Alameda,NULL,"37.6504930265, -121.917998966"
2020,CA-502,Under 18,Alameda,1633,"37.6504930265, -121.917998966"
2020,CA-502,Unknown,Alameda,NULL,"37.6504930265, -121.917998966"
2020,CA-503,18-24,Sacramento,1052,"38.4493208547, -121.344253814"
2020,CA-503,25-34,Sacramento,1320,"38.4493208547, -121.344253814"
